ID	Warming1	Warming2	Warming3	Warming4	Warming5	Warming6	Warming7	Warming8	Warming9	Warming10	Warming11	Warming12	Warming13	Warming14
OTU2165	5.059431525			6.716981132	4.016410256	3.030959752	5.282374101		3.054602184			2.581410679		
OTU2168	1.686477175	2.472222222	4.183760684	3.358490566	2.008205128						3.347008547	1.290705339		3.831702544
OTU21691	1.686477175						8.803956835	2.645945946					4.956962025	
OTU217	1.686477175				2.008205128			5.291891892		2.532988357		2.581410679	9.913924051	
OTU2177	1.686477175		4.183760684					2.645945946			6.694017094	2.581410679	14.87088608	42.14872798
OTU2181	5.059431525	4.944444444		3.358490566	2.008205128									3.831702544
OTU2191										5.065976714	3.347008547	3.872116018	9.913924051	
OTU2195	1.686477175						7.043165468	2.645945946		2.532988357		2.581410679	4.956962025	
OTU2197				3.358490566	2.008205128		1.760791367	2.645945946	3.054602184					
OTU21974	1.686477175		4.183760684		2.008205128								4.956962025	
OTU2198						3.030959752			3.054602184			1.290705339	4.956962025	
OTU21981		4.944444444		3.358490566	2.008205128		1.760791367							
OTU220		2.472222222		3.358490566		3.030959752				10.13195343	16.73504274	1.290705339	4.956962025	11.49510763
OTU2201					2.008205128		1.760791367				3.347008547	2.581410679		3.831702544
OTU2205	1.686477175	2.472222222		3.358490566					3.054602184					
OTU2208	5.059431525	7.416666667	4.183760684		2.008205128	9.092879257	5.282374101	5.291891892		2.532988357	3.347008547	1.290705339	4.956962025	
OTU221		7.416666667	8.367521368	16.79245283			1.760791367				3.347008547			7.663405088
OTU2213								2.645945946	3.054602184	15.19793014			4.956962025	
OTU223	3.37295435		12.55128205	3.358490566	2.008205128	6.061919505				48.12677878	23.42905983	2.581410679	14.87088608	19.15851272
OTU2232					4.016410256	3.030959752				2.532988357		1.290705339		
OTU22366		2.472222222				3.030959752						1.290705339		3.831702544
OTU2242		4.944444444	8.367521368		20.08205128		1.760791367							
OTU2244	6.745908699	22.25	4.183760684				3.521582734	5.291891892				3.872116018		
OTU225	3.37295435	2.472222222	4.183760684	6.716981132	6.024615385	9.092879257	5.282374101	5.291891892	9.163806552					3.831702544
OTU2260	1.686477175	17.30555556		10.0754717	2.008205128	6.061919505				5.065976714	3.347008547	9.034937376	14.87088608	26.82191781
OTU2262	1.686477175		8.367521368				1.760791367			2.532988357				
OTU228	1.686477175	2.472222222								2.532988357	6.694017094			
OTU2287	5.059431525		33.47008547		4.016410256					7.598965071		7.744232037		3.831702544
OTU2290										5.065976714	3.347008547	1.290705339		7.663405088
OTU23036	1.686477175	7.416666667			4.016410256	3.030959752	7.043165468	2.645945946				6.453526697		
OTU2304	3.37295435	2.472222222		10.0754717			1.760791367				3.347008547			
OTU2305					8.032820513					2.532988357	3.347008547		4.956962025	
OTU23053	1.686477175		4.183760684	3.358490566		3.030959752								
OTU2307								2.645945946		10.13195343	16.73504274	2.581410679		
OTU233		4.944444444	8.367521368		6.024615385	6.061919505	5.282374101	2.645945946	3.054602184	2.532988357		2.581410679		3.831702544
OTU235	5.059431525	9.888888889		3.358490566	4.016410256		3.521582734		12.21840874	7.598965071		1.290705339	9.913924051	
OTU2360	3.37295435		8.367521368		2.008205128	3.030959752	3.521582734							3.831702544
OTU2383	5.059431525	19.77777778	20.91880342		2.008205128	6.061919505	3.521582734			2.532988357	10.04102564		9.913924051	
OTU2404							1.760791367			5.065976714	3.347008547	3.872116018	4.956962025	15.32681018
OTU242	11.80534022	24.72222222	29.28632479	6.716981132	14.0574359	15.15479876	7.043165468	5.291891892	24.43681747	5.065976714		7.744232037		
OTU24284			4.183760684	3.358490566		3.030959752						1.290705339		
OTU2439	1.686477175			6.716981132				2.645945946	3.054602184	2.532988357				
OTU246	86.01033592	39.55555556	46.02136752	47.01886792	64.2625641	42.43343653	15.8471223	29.10540541	9.163806552			52.91891892	4.956962025	
OTU2468					2.008205128			2.645945946	3.054602184			2.581410679		
OTU247	5.059431525	2.472222222			2.008205128				3.054602184					
OTU2471				3.358490566			1.760791367	2.645945946		2.532988357	3.347008547			
OTU2474				6.716981132		3.030959752	3.521582734	2.645945946	3.054602184			1.290705339		
OTU248	1.686477175	4.944444444		3.358490566	2.008205128	15.15479876	5.282374101	2.645945946		2.532988357	6.694017094		4.956962025	3.831702544
OTU2481					2.008205128		1.760791367	7.937837838		2.532988357				
OTU249	20.2377261	7.416666667	4.183760684		42.17230769	15.15479876			6.109204368			2.581410679		
OTU2493			4.183760684	3.358490566	2.008205128		3.521582734	2.645945946	3.054602184			1.290705339		
OTU2494		4.944444444		6.716981132			1.760791367	2.645945946	3.054602184			1.290705339		
OTU2496	1.686477175			3.358490566			5.282374101	2.645945946		2.532988357	10.04102564			
OTU2497	3.37295435	4.944444444						2.645945946			3.347008547			3.831702544
OTU250	3.37295435	12.36111111	12.55128205	13.43396226	16.06564103		3.521582734		6.109204368	5.065976714	10.04102564	1.290705339		7.663405088
OTU25031							1.760791367		3.054602184			1.290705339	4.956962025	
OTU2511	1.686477175					3.030959752		2.645945946						3.831702544
OTU2516	1.686477175	4.944444444	4.183760684				1.760791367	5.291891892	21.38221529			3.872116018		7.663405088
OTU2522	1.686477175			3.358490566	4.016410256	3.030959752	1.760791367	5.291891892			13.38803419	1.290705339		
OTU2528		2.472222222	4.183760684					5.291891892				1.290705339		
OTU253	11.80534022	2.472222222	8.367521368	26.86792453	6.024615385		1.760791367					1.290705339		
OTU2533	1.686477175							2.645945946		2.532988357		1.290705339		
OTU2539	1.686477175	4.944444444			2.008205128	3.030959752		2.645945946				2.581410679		
OTU25392	1.686477175		8.367521368				1.760791367							3.831702544
OTU25543	1.686477175				2.008205128		1.760791367	2.645945946						3.831702544
OTU256	3.37295435	2.472222222		3.358490566	2.008205128						3.347008547	2.581410679		
OTU2561					2.008205128			10.58378378			3.347008547	2.581410679		
OTU2562	1.686477175	2.472222222	4.183760684					2.645945946				1.290705339		3.831702544
OTU2570	1.686477175		4.183760684				1.760791367	2.645945946	3.054602184			2.581410679		
OTU2575	1.686477175				2.008205128		1.760791367	2.645945946						
OTU2585	8.432385874	2.472222222	8.367521368	10.0754717	4.016410256	9.092879257		2.645945946	3.054602184			2.581410679		
OTU2591								2.645945946		2.532988357	3.347008547			3.831702544
OTU2594	6.745908699		4.183760684			3.030959752		2.645945946						
OTU2600	3.37295435	2.472222222				3.030959752		2.645945946						
OTU2603				3.358490566	2.008205128			2.645945946	3.054602184				4.956962025	
OTU2605	1.686477175	2.472222222			4.016410256			2.645945946						
OTU2606	15.17829457	7.416666667	8.367521368	30.22641509	4.016410256		5.282374101	2.645945946	3.054602184	2.532988357	3.347008547	1.290705339		3.831702544
OTU2609					4.016410256	3.030959752		7.937837838	6.109204368					
OTU261	5.059431525	9.888888889	4.183760684		6.024615385		1.760791367			5.065976714	3.347008547	3.872116018		
OTU2612		2.472222222	4.183760684			3.030959752		2.645945946				2.581410679	4.956962025	
OTU262	1.686477175				4.016410256	3.030959752		5.291891892		5.065976714	3.347008547		4.956962025	
OTU2621		2.472222222						2.645945946			3.347008547	1.290705339		
OTU263	6.745908699	7.416666667	4.183760684	3.358490566	8.032820513	3.030959752	1.760791367							
OTU2630	1.686477175		4.183760684					2.645945946		2.532988357				
OTU264	15.17829457	19.77777778	12.55128205	10.0754717	2.008205128	24.24767802	7.043165468	15.87567568	18.3276131	12.66494179	10.04102564	7.744232037	4.956962025	3.831702544
OTU26493	1.686477175	4.944444444									3.347008547			3.831702544
OTU2651							5.282374101	2.645945946	3.054602184			3.872116018		
OTU2658	1.686477175	2.472222222		3.358490566	2.008205128			2.645945946				1.290705339		
OTU2659	1.686477175						1.760791367	5.291891892				2.581410679		
OTU2667	1.686477175			6.716981132		6.061919505	1.760791367	2.645945946						
OTU2681		2.472222222			2.008205128		8.803956835	7.937837838	18.3276131			12.90705339		
OTU2687	3.37295435			3.358490566		3.030959752	1.760791367	2.645945946						
OTU2688	6.745908699	4.944444444		3.358490566		3.030959752	1.760791367	2.645945946				1.290705339		
OTU2692					2.008205128		5.282374101	2.645945946	6.109204368	2.532988357		2.581410679		
OTU270	3.37295435		4.183760684			3.030959752			15.27301092					
OTU2702	3.37295435	2.472222222					1.760791367		6.109204368			1.290705339		3.831702544
OTU2704		4.944444444		3.358490566						2.532988357		1.290705339		3.831702544
OTU27049						3.030959752	3.521582734		3.054602184		3.347008547	1.290705339		
OTU2706		2.472222222	4.183760684									1.290705339		3.831702544
OTU2715		2.472222222					12.32553957	2.645945946	3.054602184			3.872116018		
OTU272		2.472222222			2.008205128		1.760791367	2.645945946				1.290705339		
OTU274	5.059431525	2.472222222			6.024615385	3.030959752			3.054602184	2.532988357				
OTU2740		2.472222222	12.55128205		4.016410256			5.291891892		2.532988357		5.162821358	4.956962025	
OTU2760	3.37295435	2.472222222		3.358490566	4.016410256		3.521582734		3.054602184			1.290705339		
OTU2764		2.472222222	4.183760684					2.645945946				1.290705339		
OTU27649					2.008205128		1.760791367	5.291891892				1.290705339		
OTU277	57.34022394	9.888888889	50.20512821	23.50943396	14.0574359	27.27863777	15.8471223	2.645945946	12.21840874	7.598965071	10.04102564	30.97692815		15.32681018
OTU2774	1.686477175	2.472222222		3.358490566	4.016410256		1.760791367		3.054602184					
OTU279	3.37295435				14.0574359	6.061919505							4.956962025	
OTU2792		4.944444444					3.521582734		3.054602184			2.581410679		
OTU28031	1.686477175							2.645945946		2.532988357	3.347008547	2.581410679		
OTU2809		2.472222222	4.183760684	3.358490566	4.016410256	3.030959752		2.645945946	3.054602184					
OTU281	3.37295435	2.472222222				6.061919505			3.054602184					
OTU2817		2.472222222			2.008205128		3.521582734					1.290705339		
OTU2819		2.472222222			2.008205128		1.760791367					1.290705339		
OTU2837		4.944444444	8.367521368	10.0754717	4.016410256	9.092879257	1.760791367					1.290705339		
OTU285	6.745908699	7.416666667		6.716981132	6.024615385	6.061919505				5.065976714	10.04102564	6.453526697	19.8278481	11.49510763
OTU2850	1.686477175	2.472222222					1.760791367	2.645945946						
OTU2851		4.944444444		3.358490566			1.760791367					1.290705339	4.956962025	3.831702544
OTU2860		4.944444444					1.760791367		12.21840874				4.956962025	
OTU2877		9.888888889						2.645945946		2.532988357	3.347008547			
OTU2880	5.059431525	7.416666667		3.358490566	4.016410256	3.030959752	5.282374101	2.645945946						
OTU2886	1.686477175	2.472222222		3.358490566		3.030959752				2.532988357				
OTU2890	5.059431525	9.888888889			4.016410256	3.030959752						1.290705339		
OTU2891		9.888888889			6.024615385				9.163806552			1.290705339		
OTU28927	1.686477175					3.030959752	1.760791367		3.054602184					
OTU290	3.37295435	2.472222222	8.367521368	6.716981132	2.008205128	12.12383901	3.521582734	18.52162162	12.21840874	2.532988357		12.90705339	4.956962025	
OTU2910		2.472222222				6.061919505	3.521582734			2.532988357				
OTU2918	1.686477175	2.472222222	4.183760684		2.008205128		3.521582734	2.645945946	3.054602184			2.581410679	4.956962025	
OTU2938											3.347008547	2.581410679	4.956962025	7.663405088
OTU2941					2.008205128	3.030959752				2.532988357	10.04102564	3.872116018	4.956962025	
OTU2943			4.183760684	3.358490566	2.008205128	12.12383901		2.645945946		2.532988357			4.956962025	3.831702544
OTU2945				6.716981132	2.008205128					5.065976714			4.956962025	
OTU2948							1.760791367				3.347008547	1.290705339	14.87088608	
OTU2960		4.944444444		10.0754717						2.532988357	3.347008547			
OTU297	1.686477175		12.55128205		2.008205128					2.532988357				
OTU2973					2.008205128					5.065976714		2.581410679	9.913924051	7.663405088
OTU2981			4.183760684				1.760791367			5.065976714	10.04102564			
OTU29820	1.686477175	2.472222222								2.532988357		1.290705339		
OTU299	28.67011197	14.83333333	33.47008547	23.50943396								2.581410679		
OTU3					2.008205128	3.030959752	7.043165468			7.598965071	13.38803419	2.581410679	9.913924051	
OTU301	1.686477175	4.944444444		16.79245283	4.016410256		3.521582734	2.645945946		2.532988357		10.32564272	4.956962025	
OTU3022									3.054602184	12.66494179	3.347008547	2.581410679		
OTU30364		2.472222222		3.358490566							3.347008547			3.831702544
OTU304	5.059431525			3.358490566	24.09846154	3.030959752		2.645945946					9.913924051	
OTU305	1.686477175				4.016410256		1.760791367	5.291891892	3.054602184			1.290705339		
OTU3050	1.686477175				4.016410256							1.290705339	4.956962025	
OTU3052				3.358490566	2.008205128						3.347008547	1.290705339		
OTU30663			4.183760684			3.030959752	1.760791367		3.054602184					
OTU307	5.059431525				2.008205128		3.521582734	7.937837838				1.290705339		
OTU3077	13.4918174		4.183760684	13.43396226	2.008205128							1.290705339	4.956962025	
OTU308	11.80534022	24.72222222	4.183760684	13.43396226	6.024615385	15.15479876	3.521582734			2.532988357	6.694017094	10.32564272	4.956962025	15.32681018
OTU3114										7.598965071	10.04102564	1.290705339		3.831702544
OTU3129		2.472222222		3.358490566	2.008205128							2.581410679		
OTU313	5.059431525			6.716981132	4.016410256			2.645945946		2.532988357		10.32564272		3.831702544
OTU314	1.686477175		4.183760684	3.358490566	2.008205128	3.030959752	12.32553957			5.065976714		3.872116018		
OTU3140	3.37295435		4.183760684	3.358490566			3.521582734		6.109204368					3.831702544
OTU3143	3.37295435	2.472222222	8.367521368	10.0754717	2.008205128		14.08633094	15.87567568	6.109204368		3.347008547	9.034937376		
OTU3147	3.37295435	2.472222222	4.183760684	6.716981132	6.024615385				3.054602184			1.290705339		3.831702544
OTU3168		4.944444444		6.716981132	4.016410256		1.760791367				3.347008547	1.290705339	4.956962025	
OTU31711	1.686477175		4.183760684			3.030959752	1.760791367							
OTU3179	1.686477175	2.472222222	4.183760684					2.645945946				1.290705339		
OTU3182	1.686477175						1.760791367			7.598965071	6.694017094	3.872116018		
OTU319	1.686477175				2.008205128	3.030959752						1.290705339		
OTU3193				3.358490566			1.760791367		6.109204368			1.290705339		
OTU3198		7.416666667	8.367521368	6.716981132	10.04102564			2.645945946		2.532988357				
OTU322		2.472222222		3.358490566				2.645945946						3.831702544
OTU3225	1.686477175						1.760791367			2.532988357	3.347008547	2.581410679		
OTU323	1.686477175	2.472222222									3.347008547	2.581410679		
OTU3230	1.686477175	2.472222222	8.367521368		2.008205128		8.803956835	2.645945946	3.054602184	2.532988357	3.347008547	2.581410679		
OTU3231	1.686477175		4.183760684		4.016410256		3.521582734							
OTU3233				3.358490566		3.030959752			6.109204368			1.290705339		
OTU3240		4.944444444			2.008205128		1.760791367					2.581410679	4.956962025	
OTU3243					4.016410256	18.18575851	8.803956835	7.937837838	12.21840874	2.532988357				
OTU3267			8.367521368			3.030959752	3.521582734	2.645945946	6.109204368			12.90705339		7.663405088
OTU327	8.432385874	2.472222222			6.024615385	3.030959752	8.803956835	7.937837838	15.27301092			2.581410679		
OTU3271	1.686477175	2.472222222			4.016410256								4.956962025	
OTU3279			4.183760684			3.030959752		5.291891892	9.163806552	5.065976714	3.347008547	2.581410679		7.663405088
OTU3287	3.37295435	2.472222222				3.030959752						2.581410679		
OTU3292	3.37295435		8.367521368	3.358490566	2.008205128	3.030959752	1.760791367	5.291891892		5.065976714	6.694017094	7.744232037		3.831702544
OTU33	5.059431525	2.472222222				3.030959752	1.760791367	2.645945946	3.054602184	7.598965071		10.32564272		7.663405088
OTU330	8.432385874	7.416666667		3.358490566	6.024615385	3.030959752	5.282374101	2.645945946	3.054602184	2.532988357	10.04102564	10.32564272		45.98043053
OTU3335				3.358490566		3.030959752	3.521582734		3.054602184			5.162821358		
OTU3338		2.472222222					7.043165468					2.581410679		3.831702544
OTU334	1.686477175	2.472222222	4.183760684							2.532988357				
OTU3344						3.030959752	3.521582734		6.109204368			9.034937376		
OTU3347			4.183760684	3.358490566		3.030959752	3.521582734	13.22972973	6.109204368					
OTU335	3.37295435	4.944444444		3.358490566	2.008205128			7.937837838	3.054602184		6.694017094	6.453526697	4.956962025	
OTU3368			4.183760684		2.008205128			7.937837838						3.831702544
OTU3372			4.183760684	3.358490566	6.024615385		1.760791367		3.054602184			1.290705339		
OTU3373	1.686477175				2.008205128		1.760791367	5.291891892						
OTU3381	21.92420327	2.472222222		3.358490566			7.043165468	2.645945946		10.13195343		1.290705339		7.663405088
OTU339		4.944444444	8.367521368	6.716981132		12.12383901	1.760791367	5.291891892	3.054602184	2.532988357	3.347008547	2.581410679		7.663405088
OTU3393	1.686477175			3.358490566		3.030959752	5.282374101	2.645945946				1.290705339		
OTU342	1.686477175			3.358490566	6.024615385	9.092879257	10.5647482					3.872116018	4.956962025	
OTU343	11.80534022		8.367521368		8.032820513	3.030959752	14.08633094	10.58378378	27.49141966	2.532988357	6.694017094	20.65128543	4.956962025	7.663405088
OTU3443					6.024615385		3.521582734	5.291891892	6.109204368					
OTU3453						6.061919505		2.645945946	6.109204368			2.581410679		
OTU3464					2.008205128			5.291891892	3.054602184			2.581410679		
OTU347	8.432385874	2.472222222	33.47008547		6.024615385		14.08633094	5.291891892	6.109204368			9.034937376	4.956962025	19.15851272
OTU3478						3.030959752				10.13195343	10.04102564	6.453526697		11.49510763
OTU3486	3.37295435		4.183760684		2.008205128			2.645945946					4.956962025	
OTU3490		2.472222222	4.183760684	3.358490566		3.030959752	1.760791367		3.054602184	2.532988357		2.581410679		
OTU3505	1.686477175				2.008205128		3.521582734		3.054602184					
OTU3507	3.37295435	4.944444444		3.358490566	6.024615385		1.760791367	2.645945946				2.581410679		
OTU3514	1.686477175	2.472222222	4.183760684				3.521582734							
OTU3532		2.472222222				6.061919505	1.760791367	2.645945946					4.956962025	
OTU3544	1.686477175	2.472222222			2.008205128		3.521582734	5.291891892	6.109204368			1.290705339		
OTU3549	1.686477175	2.472222222	4.183760684			3.030959752	7.043165468	2.645945946	3.054602184			2.581410679		
OTU355		2.472222222				3.030959752		2.645945946	9.163806552			1.290705339		
OTU3558	1.686477175			6.716981132	2.008205128		3.521582734			17.7309185	20.08205128	10.32564272	4.956962025	7.663405088
OTU356	1.686477175		12.55128205		2.008205128	3.030959752			3.054602184			2.581410679		
OTU357	1.686477175				2.008205128	3.030959752						1.290705339		3.831702544
OTU3577					2.008205128	3.030959752	3.521582734	2.645945946				1.290705339		
OTU358		2.472222222					3.521582734	5.291891892				2.581410679		
OTU3582	1.686477175		4.183760684	6.716981132	2.008205128		12.32553957	13.22972973	6.109204368	5.065976714	10.04102564	5.162821358	9.913924051	7.663405088
OTU3605	1.686477175											1.290705339	4.956962025	3.831702544
OTU361	1.686477175	2.472222222								2.532988357	3.347008547	1.290705339	9.913924051	11.49510763
OTU3616							1.760791367			5.065976714		1.290705339	4.956962025	
OTU3634			4.183760684			6.061919505		2.645945946			3.347008547	1.290705339		
OTU3647							1.760791367			2.532988357		3.872116018		3.831702544
OTU368	3.37295435	4.944444444	4.183760684	3.358490566								2.581410679		
OTU3692							3.521582734	2.645945946		12.66494179			4.956962025	7.663405088
OTU3696	1.686477175	2.472222222		3.358490566				2.645945946					4.956962025	3.831702544
OTU3697	1.686477175		12.55128205		4.016410256		1.760791367							
OTU37	8.432385874	27.19444444		10.0754717	4.016410256	15.15479876	10.5647482	5.291891892	3.054602184	25.32988357	10.04102564	12.90705339	39.6556962	22.99021526
OTU3712	1.686477175						1.760791367	10.58378378	3.054602184	5.065976714		2.581410679		
OTU3774	1.686477175		4.183760684	3.358490566					3.054602184					
OTU3792	5.059431525	2.472222222				3.030959752	1.760791367	2.645945946	9.163806552			3.872116018	4.956962025	
OTU3799		2.472222222	8.367521368		4.016410256	3.030959752	5.282374101	26.45945946	6.109204368			9.034937376		3.831702544
OTU38	8.432385874			3.358490566			1.760791367			10.13195343	6.694017094	5.162821358		
OTU380		2.472222222		10.0754717	8.032820513	12.12383901			3.054602184		3.347008547	10.32564272		3.831702544
OTU383	8.432385874	7.416666667	4.183760684	3.358490566	2.008205128							2.581410679		3.831702544
OTU3830					2.008205128	6.061919505	1.760791367		3.054602184		3.347008547	2.581410679	4.956962025	3.831702544
OTU3836		4.944444444			2.008205128		1.760791367					2.581410679		3.831702544
OTU384		4.944444444	4.183760684	3.358490566							3.347008547	1.290705339		3.831702544
OTU386	16.86477175	12.36111111	4.183760684	10.0754717	8.032820513		12.32553957	5.291891892	12.21840874		3.347008547	10.32564272		3.831702544
OTU3899					2.008205128			7.937837838			3.347008547	5.162821358		
OTU3911	1.686477175		4.183760684					10.58378378		2.532988357	3.347008547	5.162821358		
OTU3918	1.686477175		4.183760684				1.760791367	7.937837838				2.581410679		
OTU392	3.37295435			6.716981132						2.532988357			9.913924051	
OTU39217	1.686477175					3.030959752	3.521582734		6.109204368					
OTU39242	1.686477175						1.760791367	2.645945946				1.290705339		
OTU393	1.686477175	7.416666667		3.358490566	2.008205128	3.030959752								
OTU3936	1.686477175		4.183760684							5.065976714	10.04102564			3.831702544
OTU3939										12.66494179	6.694017094	2.581410679	9.913924051	3.831702544
OTU394	1.686477175				2.008205128	3.030959752		2.645945946				2.581410679	4.956962025	
OTU3948	3.37295435			6.716981132	12.04923077		1.760791367		3.054602184	2.532988357				
OTU3965		2.472222222			6.024615385					2.532988357	3.347008547			
OTU3970				3.358490566	4.016410256		1.760791367			2.532988357				
OTU398	3.37295435	7.416666667		3.358490566	4.016410256	9.092879257	1.760791367			20.26390686	3.347008547			
OTU401		2.472222222	4.183760684							5.065976714			4.956962025	
OTU4020							1.760791367			10.13195343	6.694017094	3.872116018		
OTU4025			4.183760684	3.358490566		12.12383901	1.760791367			10.13195343	3.347008547	1.290705339		
OTU4043							3.521582734	7.937837838	6.109204368	2.532988357		1.290705339		
OTU4075					2.008205128		1.760791367			2.532988357	16.73504274		14.87088608	3.831702544
OTU4091	1.686477175				2.008205128					5.065976714	3.347008547	3.872116018	9.913924051	
OTU4097							1.760791367			2.532988357		1.290705339	4.956962025	
OTU4098	1.686477175						10.5647482			2.532988357		3.872116018		
OTU410		2.472222222	8.367521368			6.061919505						1.290705339		
OTU4107	3.37295435	2.472222222	4.183760684		2.008205128	12.12383901	3.521582734	7.937837838		2.532988357				
OTU4118	1.686477175	2.472222222		3.358490566						5.065976714	3.347008547	5.162821358		
OTU4128		2.472222222	4.183760684	3.358490566	4.016410256					2.532988357			4.956962025	
OTU4149			4.183760684							2.532988357	6.694017094	1.290705339		
OTU415	1.686477175			3.358490566	6.024615385	24.24767802			3.054602184			1.290705339		7.663405088
OTU4151				3.358490566		3.030959752	1.760791367		3.054602184	2.532988357			4.956962025	3.831702544
OTU4172			4.183760684		2.008205128			2.645945946			3.347008547			
OTU4192	5.059431525				2.008205128	3.030959752	1.760791367	2.645945946	3.054602184	2.532988357	3.347008547	6.453526697	4.956962025	
OTU420					2.008205128		1.760791367	2.645945946	3.054602184	2.532988357	3.347008547			
OTU4205	6.745908699		8.367521368	3.358490566	4.016410256		1.760791367	5.291891892						
OTU4208	8.432385874	2.472222222		3.358490566	4.016410256	3.030959752	3.521582734	5.291891892	6.109204368	2.532988357	3.347008547			
OTU421	1.686477175					3.030959752	5.282374101		3.054602184			1.290705339		
OTU4214		4.944444444			6.024615385		1.760791367		3.054602184			2.581410679		
OTU4228					4.016410256			2.645945946	9.163806552	7.598965071	3.347008547			
OTU4229					2.008205128	3.030959752			3.054602184	2.532988357	6.694017094			
OTU423	5.059431525	9.888888889	4.183760684		4.016410256	6.061919505		5.291891892		2.532988357		1.290705339		7.663405088
OTU4230					6.024615385	3.030959752			3.054602184			3.872116018	4.956962025	
OTU4234	1.686477175	2.472222222			4.016410256			2.645945946						
OTU4244	1.686477175	4.944444444	4.183760684		2.008205128		17.60791367		6.109204368	2.532988357	3.347008547		4.956962025	
OTU4247		2.472222222		3.358490566	4.016410256	3.030959752								
OTU4267		4.944444444		3.358490566	2.008205128					2.532988357				
OTU427	3.37295435	4.944444444		3.358490566				2.645945946						
OTU4279					2.008205128	3.030959752	3.521582734		3.054602184			5.162821358		
OTU4281					8.032820513	3.030959752	1.760791367		3.054602184	10.13195343	10.04102564	10.32564272	4.956962025	19.15851272
OTU4313					10.04102564		1.760791367	5.291891892	6.109204368	10.13195343	3.347008547	1.290705339		3.831702544
OTU4314	8.432385874				4.016410256		3.521582734	2.645945946						3.831702544
OTU4324	11.80534022	2.472222222	4.183760684		2.008205128				3.054602184					
OTU4325		7.416666667		6.716981132	4.016410256		1.760791367		3.054602184	2.532988357				3.831702544
OTU4330	6.745908699	2.472222222		3.358490566	4.016410256	6.061919505	7.043165468	2.645945946	3.054602184					
OTU4346	1.686477175		8.367521368	3.358490566	2.008205128	6.061919505	3.521582734		3.054602184					
OTU4350			4.183760684		2.008205128	6.061919505	1.760791367	2.645945946	3.054602184					
OTU4359	3.37295435	2.472222222	8.367521368		6.024615385	3.030959752	5.282374101		3.054602184			1.290705339		
OTU4371		2.472222222			2.008205128				12.21840874			1.290705339		
OTU4376	1.686477175				2.008205128					2.532988357		1.290705339		3.831702544
OTU439	10.11886305	9.888888889	4.183760684	13.43396226	8.032820513	6.061919505	12.32553957	10.58378378	15.27301092	2.532988357	3.347008547			3.831702544
OTU4400	3.37295435	2.472222222		6.716981132								3.872116018		3.831702544
OTU4414	1.686477175			3.358490566			5.282374101	2.645945946	3.054602184			1.290705339		
OTU4415	3.37295435	2.472222222		3.358490566	2.008205128		8.803956835	2.645945946						
OTU4422	1.686477175			3.358490566			1.760791367		3.054602184	2.532988357		1.290705339		
OTU4428				16.79245283	2.008205128	3.030959752			3.054602184					
OTU4434	1.686477175			3.358490566		3.030959752	1.760791367			2.532988357				
OTU4439			4.183760684	33.58490566	2.008205128			2.645945946				1.290705339		
OTU4441		2.472222222		3.358490566	4.016410256	3.030959752								
OTU445	1.686477175	4.944444444	16.73504274		8.032820513	3.030959752	5.282374101	5.291891892	9.163806552			3.872116018		
OTU4472				3.358490566		6.061919505	5.282374101	7.937837838						
OTU4475		2.472222222	4.183760684	3.358490566			3.521582734		3.054602184			2.581410679		
OTU449	3.37295435	2.472222222					3.521582734	15.87567568	3.054602184			2.581410679		
OTU4494	1.686477175			6.716981132	2.008205128	6.061919505				5.065976714		1.290705339		
OTU4498	5.059431525			3.358490566			1.760791367					1.290705339		3.831702544
OTU450	1.686477175						1.760791367		3.054602184		3.347008547	1.290705339		
OTU4504	1.686477175	4.944444444	4.183760684	23.50943396	4.016410256	3.030959752	1.760791367		3.054602184			5.162821358		3.831702544
OTU4510	1.686477175	4.944444444	8.367521368	6.716981132			1.760791367		6.109204368			3.872116018	4.956962025	
OTU4537			4.183760684	6.716981132	4.016410256								4.956962025	
OTU454				3.358490566	4.016410256					2.532988357		2.581410679		3.831702544
OTU4544	1.686477175	2.472222222		3.358490566		3.030959752					3.347008547			
OTU455	6.745908699	7.416666667	12.55128205	26.86792453	14.0574359	12.12383901	10.5647482	18.52162162	33.60062402			2.581410679	4.956962025	
OTU4550	1.686477175			3.358490566	2.008205128									3.831702544
OTU4560				3.358490566							3.347008547	2.581410679	4.956962025	3.831702544
OTU4563				3.358490566			1.760791367	7.937837838	9.163806552			1.290705339	4.956962025	7.663405088
OTU457	1.686477175	2.472222222	4.183760684					5.291891892				1.290705339		11.49510763
OTU458	3.37295435			13.43396226		3.030959752	14.08633094		3.054602184	2.532988357		3.872116018		
OTU4596			4.183760684	3.358490566	4.016410256		3.521582734							
OTU4600		2.472222222		3.358490566		3.030959752								3.831702544
OTU4604	1.686477175	4.944444444	4.183760684	6.716981132	2.008205128									
OTU4607		2.472222222		3.358490566			1.760791367	7.937837838			3.347008547			7.663405088
OTU461		12.36111111		6.716981132	6.024615385	6.061919505			3.054602184		6.694017094	3.872116018		3.831702544
OTU4611		7.416666667					1.760791367	2.645945946					4.956962025	
OTU462		2.472222222	4.183760684	3.358490566	2.008205128							3.872116018	4.956962025	
OTU4626		2.472222222			2.008205128	3.030959752					3.347008547	2.581410679		
OTU4627	1.686477175	2.472222222			2.008205128		1.760791367		3.054602184				9.913924051	
OTU463	5.059431525	2.472222222			2.008205128							1.290705339		
